"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","prob","stratum","psu","stfgov","trstlgl","trstplt","trstprt","age","agea","hinctnt","hinctnta"
"ESS1e06_7",1,"6.7","23.11.2023",2,"HU",1,1.1564966,0.4795629,0.5546129,,,,4,5,6,,,41,,
"ESS1e06_7",1,"6.7","23.11.2023",3,"HU",1,1.0112435,0.4795629,0.48495486,,,,4,4,4,,,27,,
"ESS1e06_7",1,"6.7","23.11.2023",4,"HU",1,1.268207,0.4795629,0.608185,,,,6,5,5,,,28,,
"ESS1e06_7",1,"6.7","23.11.2023",5,"HU",1,1.0489113,0.4795629,0.503019,,,,0,0,0,,,18,,
"ESS1e06_7",1,"6.7","23.11.2023",6,"HU",1,1.2341565,0.4795629,0.5918557,,,,5,3,2,,,22,,
"ESS1e06_7",1,"6.7","23.11.2023",7,"HU",1,1.2360123,0.4795629,0.59274566,,,,5,10,4,,,74,,
"ESS1e06_7",1,"6.7","23.11.2023",8,"HU",1,1.2360123,0.4795629,0.59274566,,,,4,5,5,,,71,,
"ESS1e06_7",1,"6.7","23.11.2023",9,"HU",1,1.2360123,0.4795629,0.59274566,,,,6,6,7,,,57,,
"ESS1e06_7",1,"6.7","23.11.2023",11,"HU",1,0.7879744,0.4795629,0.37788332,,,,3,4,2,,,48,,
"ESS1e06_7",1,"6.7","23.11.2023",12,"HU",1,0.9556288,0.4795629,0.45828414,,,,5,7,5,,,50,,
"ESS1e06_7",1,"6.7","23.11.2023",14,"HU",1,1.0694033,0.4795629,0.5128462,,,,5,88,88,,,63,,
"ESS1e06_7",1,"6.7","23.11.2023",15,"HU",1,0.63714856,0.4795629,0.3055528,,,,7,7,6,,,63,,
"ESS1e06_7",1,"6.7","23.11.2023",16,"HU",1,0.63714856,0.4795629,0.3055528,,,,6,3,3,,,61,,
"ESS1e06_7",1,"6.7","23.11.2023",18,"HU",1,0.63714856,0.4795629,0.3055528,,,,9,3,4,,,60,,
"ESS1e06_7",1,"6.7","23.11.2023",20,"HU",1,0.9556288,0.4795629,0.45828414,,,,9,9,8,,,45,,
"ESS1e06_7",1,"6.7","23.11.2023",21,"HU",1,1.1564966,0.4795629,0.5546129,,,,88,5,7,,,48,,
"ESS1e06_7",1,"6.7","23.11.2023",22,"HU",1,1.1564966,0.4795629,0.5546129,,,,88,3,1,,,48,,
"ESS1e06_7",1,"6.7","23.11.2023",23,"HU",1,0.9708695,0.4795629,0.46559298,,,,5,88,88,,,47,,
"ESS1e06_7",1,"6.7","23.11.2023",25,"HU",1,1.1564966,0.4795629,0.5546129,,,,5,0,0,,,42,,
"ESS1e06_7",1,"6.7","23.11.2023",26,"HU",1,0.9556288,0.4795629,0.45828414,,,,9,8,2,,,38,,
"ESS1e06_7",1,"6.7","23.11.2023",27,"HU",1,1.268207,0.4795629,0.608185,,,,88,5,4,,,33,,
"ESS1e06_7",1,"6.7","23.11.2023",30,"HU",1,1.2341565,0.4795629,0.5918557,,,,8,8,7,,,28,,
"ESS1e06_7",1,"6.7","23.11.2023",31,"HU",1,0.9556288,0.4795629,0.45828414,,,,8,9,9,,,52,,
"ESS1e06_7",1,"6.7","23.11.2023",32,"HU",1,0.9556288,0.4795629,0.45828414,,,,7,8,7,,,49,,
"ESS1e06_7",1,"6.7","23.11.2023",37,"HU",1,1.0694033,0.4795629,0.5128462,,,,7,8,88,,,81,,
"ESS1e06_7",1,"6.7","23.11.2023",39,"HU",1,1.2360123,0.4795629,0.59274566,,,,5,6,5,,,72,,
"ESS1e06_7",1,"6.7","23.11.2023",40,"HU",1,1.2272222,0.4795629,0.58853024,,,,3,2,3,,,30,,
"ESS1e06_7",1,"6.7","23.11.2023",41,"HU",1,1.1942722,0.4795629,0.57272863,,,,3,4,4,,,28,,
"ESS1e06_7",1,"6.7","23.11.2023",42,"HU",1,1.0150137,0.4795629,0.4867629,,,,5,5,5,,,15,,
"ESS1e06_7",1,"6.7","23.11.2023",44,"HU",1,1.0348433,0.4795629,0.49627247,,,,10,10,10,,,74,,
"ESS1e06_7",1,"6.7","23.11.2023",45,"HU",1,1.0348433,0.4795629,0.49627247,,,,88,5,0,,,68,,
"ESS1e06_7",1,"6.7","23.11.2023",46,"HU",1,1.1960682,0.4795629,0.5735899,,,,10,5,8,,,66,,
"ESS1e06_7",1,"6.7","23.11.2023",47,"HU",1,1.0348433,0.4795629,0.49627247,,,,88,5,3,,,57,,
"ESS1e06_7",1,"6.7","23.11.2023",49,"HU",1,0.92474574,0.4795629,0.44347376,,,,5,8,5,,,48,,
"ESS1e06_7",1,"6.7","23.11.2023",50,"HU",1,1.1191221,0.4795629,0.53668946,,,,8,10,4,,,49,,
"ESS1e06_7",1,"6.7","23.11.2023",51,"HU",1,1.2272222,0.4795629,0.58853024,,,,9,5,5,,,34,,
"ESS1e06_7",1,"6.7","23.11.2023",53,"HU",1,0.93083614,0.4795629,0.44639447,,,,5,4,5,,,51,,
"ESS1e06_7",1,"6.7","23.11.2023",54,"HU",1,1.2353048,0.4795629,0.5924064,,,,5,0,5,,,34,,
"ESS1e06_7",1,"6.7","23.11.2023",55,"HU",1,1.2353048,0.4795629,0.5924064,,,,4,9,4,,,33,,
"ESS1e06_7",1,"6.7","23.11.2023",56,"HU",1,1.2353048,0.4795629,0.5924064,,,,8,5,2,,,30,,
"ESS1e06_7",1,"6.7","23.11.2023",57,"HU",1,1.1157945,0.4795629,0.53509367,,,,6,8,4,,,32,,
"ESS1e06_7",1,"6.7","23.11.2023",58,"HU",1,1.1157945,0.4795629,0.53509367,,,,10,4,3,,,27,,
"ESS1e06_7",1,"6.7","23.11.2023",59,"HU",1,1.2353048,0.4795629,0.5924064,,,,6,3,4,,,22,,
"ESS1e06_7",1,"6.7","23.11.2023",60,"HU",1,1.2353048,0.4795629,0.5924064,,,,6,10,5,,,19,,
"ESS1e06_7",1,"6.7","23.11.2023",62,"HU",1,1.0416589,0.4795629,0.49954095,,,,4,5,2,,,70,,
"ESS1e06_7",1,"6.7","23.11.2023",63,"HU",1,1.2039455,0.4795629,0.5773676,,,,88,88,88,,,58,,
"ESS1e06_7",1,"6.7","23.11.2023",64,"HU",1,1.2353048,0.4795629,0.5924064,,,,4,8,7,,,21,,
"ESS1e06_7",1,"6.7","23.11.2023",65,"HU",1,0.95088124,0.4795629,0.45600736,,,,10,5,5,,,43,,
"ESS1e06_7",1,"6.7","23.11.2023",66,"HU",1,1.0216986,0.4795629,0.48996875,,,,4,7,4,,,18,,
